new_scores,new_rank,original_rank,prediction,original_score,exp_length,facts,exp,new_score,new_ranks
[0.8446342349052429],1.0,1,"(4870, 9, 8151)",7.97808897914365e-05,3,"[({(4870, 3, 3987)}, 0.008854888332447918, 'baseline'), ({(4870, 2, 888), (4870, 3, 88), (4870, 3, 3987), (4870, 3, 41)}, 0.007792264197857403, 'baseline'), ({(4870, 2, 888), (4870, 3, 3987)}, 0.007380112986324655, 'baseline'), ({(4870, 3, 3987), (4870, 3, 1019)}, 0.0069586620434376485, 'baseline'), ({(4870, 3, 88)}, 0.005781063274478097, 'baseline'), ({(4870, 2, 888)}, 0.005551248736816825, 'baseline'), ({(4870, 2, 888), (4870, 3, 3987), (4870, 3, 4879)}, 0.005220693472615666, 'baseline'), ({(4870, 3, 88), (4870, 3, 3987), (4870, 2, 1100), (4870, 3, 4879)}, 0.001855912580309983, 'baseline'), ({(4870, 3, 88), (4870, 3, 3987), (4870, 1, 864)}, 0.0005356855349873961, 'baseline'), ({(4870, 3, 88), (4870, 3, 3987), (4870, 2, 30), (4870, 3, 40)}, -0.000833779610406379, 'baseline')]","[(4870, 3, 3987), (15245, 9, 8151), (15245, 3, 3987)]",0.8446342349052429,[1]
[0.4974878430366516],1.0,1,"(6054, 9, 8151)",0.00014518971147481352,12,"[({(6054, 2, 305), (6054, 2, 171), (6054, 3, 177), (6054, 3, 6060)}, 0.16624164138337746, 'baseline'), ({(6054, 3, 177)}, 0.16287982018952116, 'baseline'), ({(6054, 3, 715), (6054, 3, 6060), (6054, 3, 177), (6054, 3, 712)}, 0.16247982835696698, 'baseline'), ({(6054, 1, 864), (6054, 3, 6060), (6054, 3, 177), (6054, 3, 519)}, 0.16028192197290234, 'baseline'), ({(6054, 3, 177), (6054, 3, 189)}, 0.15935475679967842, 'baseline'), ({(6054, 3, 715), (6054, 2, 171), (6054, 3, 177)}, 0.15920227322387287, 'baseline'), ({(6054, 1, 864), (6054, 2, 171), (6054, 3, 177)}, 0.15857956858812422, 'baseline'), ({(6054, 3, 6060)}, 0.15734010487522854, 'baseline'), ({(6054, 2, 171), (6054, 3, 177)}, 0.15632000121465944, 'baseline'), ({(6054, 2, 305), (6054, 2, 171), (6054, 3, 177)}, 0.15039567202273288, 'baseline')]","[(6054, 2, 305), (23877, 9, 8151), (6054, 3, 6060), (20058, 9, 8151), (23877, 3, 177), (6054, 3, 177), (20290, 2, 305), (6054, 2, 171), (20058, 3, 6060), (20290, 9, 8151), (24307, 2, 171), (24307, 9, 8151)]",0.4974878430366516,[1]
[2.0619154383894056e-06],3.0,1,"(6205, 8, 7410)",0.014452626928687096,6,"[({(6205, 4, 485), (6205, 2, 30)}, 0.0004745218523162351, 'baseline'), ({(6205, 3, 279), (6205, 3, 4453)}, 0.0003584307420938044, 'baseline'), ({(6205, 3, 279)}, 0.00032147824777852056, 'baseline'), ({(6205, 3, 279), (6205, 2, 30), (6205, 3, 1395)}, 0.0002656165872235168, 'baseline'), ({(6205, 3, 6210)}, 0.00016940607466566326, 'baseline'), ({(6205, 3, 279), (6205, 3, 1395), (6205, 2, 30), (6205, 3, 6210)}, -0.0007142486473833092, 'baseline'), ({(6205, 4, 485), (6205, 3, 279), (6205, 3, 1395), (6205, 3, 6210)}, -0.0025974354295532588, 'baseline'), ({(6205, 4, 485), (6205, 3, 279), (6205, 2, 30)}, -0.002918822947317654, 'baseline'), ({(6205, 4, 485), (6205, 3, 279), (6205, 2, 30), (6205, 3, 6210)}, -0.0044538891696818805, 'baseline'), ({(6205, 3, 279), (6205, 3, 1395)}, -0.00742683380826461, 'baseline')]","[(6205, 4, 485), (15878, 8, 7410), (20749, 8, 7410), (6205, 2, 30), (20749, 4, 485), (15878, 2, 30)]",2.0619154383894056e-06,[3]
[0.00751594640314579],1.0,1,"(6004, 11, 7956)",0.00012833354412578046,12,"[({(6004, 1, 2548), (6004, 3, 930), (6004, 3, 150), (6004, 4, 66)}, 0.16176850648173113, 'baseline'), ({(6004, 1, 2548), (6004, 4, 66), (6004, 2, 68), (6004, 3, 150)}, 0.16153190586278343, 'baseline'), ({(6004, 1, 2548), (6004, 4, 66)}, 0.16149991306455505, 'baseline'), ({(6004, 1, 2548), (6004, 3, 930), (6004, 3, 78), (6004, 4, 66)}, 0.16144251379842028, 'baseline'), ({(6004, 1, 2548), (6004, 2, 68), (6004, 3, 78), (6004, 4, 66)}, 0.1610146269694271, 'baseline'), ({(6004, 1, 2548), (6004, 3, 930), (6004, 4, 66)}, 0.16064303666147672, 'baseline'), ({(6004, 1, 2548), (6004, 3, 150), (6004, 3, 78), (6004, 4, 66)}, 0.1601946309524884, 'baseline'), ({(6004, 1, 2548), (6004, 3, 150), (6004, 4, 66)}, 0.15907763987437012, 'baseline'), ({(6004, 1, 2548), (6004, 2, 68), (6004, 4, 66)}, 0.15892494772584165, 'baseline'), ({(6004, 4, 66), (6004, 2, 68), (6004, 3, 150)}, 0.15826360438794423, 'baseline')]","[(6004, 3, 930), (21587, 11, 7956), (24242, 4, 66), (24242, 11, 7956), (25408, 3, 930), (21587, 1, 2548), (25408, 11, 7956), (11270, 11, 7956), (6004, 3, 150), (6004, 4, 66), (6004, 1, 2548), (11270, 3, 150)]",0.00751594640314579,[1]
[0.000332512310706079],3.0,1,"(6263, 11, 8038)",0.0002951537608169019,9,"[({(6263, 3, 1840), (6263, 2, 31), (6263, 2, 68), (6263, 3, 1839)}, 0.045817854763098236, 'baseline'), ({(6263, 3, 1840), (6263, 2, 31), (6263, 1, 65), (6263, 2, 68)}, 0.0444935215206231, 'baseline'), ({(6263, 3, 1840), (6263, 2, 31), (6263, 1, 65), (6263, 3, 1839)}, 0.04410269759875134, 'baseline'), ({(6263, 3, 20)}, 0.04406965056154853, 'baseline'), ({(6263, 3, 1840), (6263, 2, 31), (6263, 1, 65)}, 0.04396590494797727, 'baseline'), ({(6263, 3, 1840), (6263, 1, 65), (6263, 2, 68)}, 0.043889156525239545, 'baseline'), ({(6263, 3, 1840), (6263, 1, 65), (6263, 3, 1839)}, 0.04376020558018887, 'baseline'), ({(6263, 3, 1840), (6263, 1, 65)}, 0.043261504704518325, 'baseline'), ({(6263, 3, 1840), (6263, 2, 31)}, 0.04122922473616416, 'baseline'), ({(6263, 3, 1840)}, 0.03198440275942442, 'baseline')]","[(6263, 2, 31), (24904, 11, 8038), (6263, 3, 1840), (24904, 2, 31), (6263, 2, 68), (6263, 3, 1839), (8038, 3, 1840), (8038, 2, 68), (8038, 3, 1839)]",0.000332512310706079,[3]
[0.9987951517105103],1.0,1,"(6914, 10, 7830)",1.2131610382937197e-08,12,"[({(6914, 2, 266), (6914, 3, 220), (6914, 4, 66), (6914, 1, 2467)}, 1.566980469365127e-05, 'baseline'), ({(6914, 1, 2467), (6914, 4, 66), (6914, 2, 31)}, 1.5600653992442632e-05, 'baseline'), ({(6914, 2, 28), (6914, 1, 2467), (6914, 4, 66), (6914, 3, 6916)}, 1.5451758795994806e-05, 'baseline'), ({(6914, 4, 66), (6914, 2, 31), (6914, 3, 36), (6914, 3, 20)}, 1.5294830941985056e-05, 'baseline'), ({(6914, 3, 6918), (6914, 1, 2467), (6914, 4, 66), (6914, 3, 75)}, 1.5292211597375328e-05, 'baseline'), ({(6914, 3, 33), (6914, 1, 2467), (6914, 4, 66), (6914, 3, 36)}, 1.5273061276924437e-05, 'baseline'), ({(6914, 3, 1964), (6914, 1, 2467), (6914, 4, 66), (6914, 3, 36)}, 1.525239755722114e-05, 'baseline'), ({(6914, 3, 2852), (6914, 3, 6), (6914, 4, 66), (6914, 3, 36)}, 1.523877696452674e-05, 'baseline'), ({(6914, 3, 6918), (6914, 3, 1964), (6914, 1, 2467), (6914, 4, 66)}, 1.5233829313460924e-05, 'baseline'), ({(6914, 3, 38), (6914, 2, 266), (6914, 1, 2467), (6914, 4, 66)}, 1.518394534811066e-05, 'baseline')]","[(22917, 3, 220), (6914, 1, 2467), (25794, 10, 7830), (15638, 1, 2467), (22917, 10, 7830), (6914, 4, 66), (6914, 3, 220), (15638, 10, 7830), (16427, 2, 266), (16427, 10, 7830), (6914, 2, 266), (25794, 4, 66)]",0.9987951517105103,[1]
[0.007058358751237392],1.0,1,"(6344, 11, 7956)",4.18413728766609e-05,6,"[({(6344, 3, 88), (6344, 2, 31)}, 0.041054296259393115, 'baseline'), ({(6344, 3, 149), (6344, 3, 5203), (6344, 2, 31)}, 0.04029904209036762, 'baseline'), ({(6344, 3, 6353), (6344, 3, 149), (6344, 3, 88), (6344, 2, 31)}, 0.0401192931172809, 'baseline'), ({(6344, 3, 6353), (6344, 3, 88), (6344, 2, 171), (6344, 2, 31)}, 0.038380394629536935, 'baseline'), ({(6344, 3, 6353), (6344, 3, 149), (6344, 3, 6354), (6344, 2, 31)}, 0.037782172658941814, 'baseline'), ({(6344, 3, 706), (6344, 2, 31)}, 0.037440354904623406, 'baseline'), ({(6344, 3, 6353), (6344, 3, 5203)}, 0.035568396539893306, 'baseline'), ({(6344, 3, 6353), (6344, 3, 88)}, 0.03292823112087518, 'baseline'), ({(6344, 3, 6353), (6344, 3, 117), (6344, 3, 5203), (6344, 2, 31)}, 0.03254969696401872, 'baseline'), ({(6344, 3, 6353), (6344, 3, 706)}, 0.027299354727378117, 'baseline')]","[(6344, 3, 88), (15167, 11, 7956), (24242, 11, 7956), (24242, 2, 31), (6344, 2, 31), (15167, 3, 88)]",0.007058358751237392,[1]
[0.9998860359191895],1.0,1,"(7788, 10, 7830)",1.025166298518343e-07,12,"[({(7788, 5, 7789), (7788, 3, 37), (7788, 4, 66), (7788, 3, 479)}, 0.0030302083485836215, 'baseline'), ({(7788, 3, 37), (7788, 2, 68), (7788, 9, 7790), (7788, 4, 66)}, 0.0030166853392730197, 'baseline'), ({(7788, 9, 7790), (7788, 4, 66)}, 0.0030019624930195145, 'baseline'), ({(7788, 9, 7790), (7788, 3, 10), (7788, 3, 3903), (7788, 4, 66)}, 0.0029874860406697338, 'baseline'), ({(7788, 5, 7789), (7788, 9, 7790), (7788, 3, 220), (7788, 4, 66)}, 0.0029845861285389104, 'baseline'), ({(7788, 4, 66), (7788, 3, 3903), (7788, 9, 7790), (7788, 3, 479)}, 0.002980544878069702, 'baseline'), ({(7788, 5, 7789), (7788, 3, 37), (7788, 3, 40), (7788, 4, 66)}, 0.0029723464272872714, 'baseline'), ({(7788, 5, 7789), (7788, 3, 10), (7788, 3, 3903), (7788, 4, 66)}, 0.002952571437050361, 'baseline'), ({(7788, 5, 7789), (7788, 8, 7429), (7788, 9, 7790), (7788, 4, 66)}, 0.0029476538103258777, 'baseline'), ({(7788, 2, 68), (7788, 9, 7790), (7788, 4, 66)}, 0.0029434756553627464, 'baseline')]","[(9000, 5, 7789), (19811, 3, 37), (25794, 10, 7830), (7788, 3, 479), (7788, 5, 7789), (24904, 3, 479), (9000, 10, 7830), (7788, 4, 66), (24904, 10, 7830), (7788, 3, 37), (19811, 10, 7830), (25794, 4, 66)]",0.9998860359191895,[1]
[0.9999524354934692],1.0,1,"(5920, 10, 7830)",2.1284087381445715e-08,12,"[({(5920, 3, 74), (5920, 3, 5928), (5920, 2, 30), (5920, 3, 748)}, 1.9622936202783627e-07, 'baseline'), ({(5920, 3, 74), (5920, 3, 6), (5920, 2, 30), (5920, 3, 748)}, 1.9553087018209862e-07, 'baseline'), ({(5920, 3, 593), (5920, 2, 30)}, 1.9547266250980545e-07, 'baseline'), ({(5920, 3, 6), (5920, 3, 111), (5920, 2, 30), (5920, 3, 748)}, 1.9541445483751567e-07, 'baseline'), ({(5920, 3, 40), (5920, 3, 5928), (5920, 2, 30), (5920, 3, 5929)}, 1.948905857870601e-07, 'baseline'), ({(5920, 3, 74), (5920, 3, 5925), (5920, 2, 30), (5920, 3, 5929)}, 1.948905857870601e-07, 'baseline'), ({(5920, 2, 30), (5920, 3, 748)}, 1.9454133997562018e-07, 'baseline'), ({(5920, 3, 5928), (5920, 2, 30), (5920, 3, 6)}, 1.925622795656008e-07, 'baseline'), ({(5920, 3, 5922), (5920, 2, 30)}, 1.642151485289157e-07, 'baseline'), ({(5920, 2, 30)}, 1.63807695057739e-07, 'baseline')]","[(24725, 3, 748), (12095, 10, 7830), (25794, 10, 7830), (5920, 3, 748), (12095, 3, 5928), (5920, 3, 5928), (24832, 3, 74), (5920, 2, 30), (24832, 10, 7830), (24725, 10, 7830), (5920, 3, 74), (25794, 2, 30)]",0.9999524354934692,[1]
[0.00017033529002219439],2.0,1,"(6437, 11, 8038)",0.00044393775169737637,12,"[({(6437, 3, 4441), (6437, 1, 2467), (6437, 2, 312), (6437, 3, 91)}, 0.21483698060361198, 'baseline'), ({(6437, 1, 2467), (6437, 2, 312), (6437, 3, 91), (6437, 3, 6443)}, 0.2104363398790239, 'baseline'), ({(6437, 3, 4441), (6437, 2, 68), (6437, 1, 2467), (6437, 2, 312)}, 0.2093839602968688, 'baseline'), ({(6437, 1, 2467), (6437, 3, 91)}, 0.2087824003731469, 'baseline'), ({(6437, 3, 4441), (6437, 2, 312)}, 0.20659048430206728, 'baseline'), ({(6437, 3, 37), (6437, 1, 2467)}, 0.20572937594881724, 'baseline'), ({(6437, 1, 2467), (6437, 3, 6446)}, 0.20504088269701537, 'baseline'), ({(6437, 1, 2467), (6437, 2, 312), (6437, 3, 91)}, 0.20431027877693628, 'baseline'), ({(6437, 2, 68), (6437, 1, 2467), (6437, 2, 312), (6437, 3, 406)}, 0.1999428825293236, 'baseline'), ({(6437, 3, 4441), (6437, 2, 68), (6437, 1, 2467), (6437, 3, 91)}, 0.19631558224451093, 'baseline')]","[(25630, 11, 8038), (6437, 1, 2467), (23889, 2, 312), (6437, 3, 91), (25630, 1, 2467), (24904, 11, 8038), (23889, 11, 8038), (6437, 2, 312), (24607, 3, 4441), (6437, 3, 4441), (24607, 11, 8038), (24904, 3, 91)]",0.00017033529002219439,[2]
[0.9997590184211731],1.0,1,"(6848, 10, 7830)",3.360280231845536e-08,9,"[({(6848, 1, 65), (6848, 3, 479), (6848, 4, 66)}, 0.008357623531448009, 'baseline'), ({(6848, 1, 65), (6848, 3, 39), (6848, 4, 66), (6848, 3, 88)}, 0.008357621668770467, 'baseline'), ({(6848, 1, 65), (6848, 3, 40), (6848, 3, 7), (6848, 4, 66)}, 0.008357619806092707, 'baseline'), ({(6848, 1, 65), (6848, 3, 479), (6848, 4, 66), (6848, 2, 68)}, 0.00835761887475394, 'baseline'), ({(6848, 1, 65), (6848, 4, 66), (6848, 3, 88)}, 0.008357617012076183, 'baseline'), ({(6848, 1, 65), (6848, 4, 66), (6848, 3, 88), (6848, 2, 68)}, 0.00835761608073742, 'baseline'), ({(6848, 1, 65), (6848, 3, 277), (6848, 4, 66), (6848, 2, 68)}, 0.00835761608073742, 'baseline'), ({(6848, 1, 65), (6848, 3, 6), (6848, 4, 66)}, 0.008357615149398655, 'baseline'), ({(6848, 1, 65), (6848, 4, 66)}, 0.008357613286720907, 'baseline'), ({(6848, 1, 65), (6848, 3, 277), (6848, 4, 66), (6848, 2, 2082)}, 0.008357613286720907, 'baseline')]","[(6848, 1, 65), (25794, 10, 7830), (23722, 1, 65), (6848, 3, 479), (6848, 4, 66), (24904, 3, 479), (24904, 10, 7830), (23722, 10, 7830), (25794, 4, 66)]",0.9997590184211731,[1]
[1.8869375253416365e-06],3.0,1,"(7080, 8, 7410)",0.0038276715204119682,3,"[({(7080, 3, 1057)}, 0.015127607579776228, 'baseline'), ({(7080, 4, 485)}, 0.015055809115016553, 'baseline'), ({(7080, 3, 459)}, 0.014798286348314342, 'baseline'), ({(7080, 3, 7086)}, 0.01427585534971238, 'baseline'), ({(7080, 3, 460)}, 0.014166752786252792, 'baseline'), ({(7080, 3, 1264)}, 0.014116671845238557, 'baseline'), ({(7080, 2, 30)}, 0.013322345872091529, 'baseline'), ({(7080, 3, 7088)}, 0.013077052237245411, 'baseline'), ({(7080, 1, 1054)}, 0.01208048029620822, 'baseline'), ({(7080, 3, 10)}, 0.009851944585374969, 'baseline'), ({(7080, 3, 1255)}, 0.008880943932495264, 'baseline'), ({(7080, 3, 4624)}, 0.008582687896741395, 'baseline'), ({(7080, 3, 7089)}, 0.008221492100369168, 'baseline'), ({(7080, 3, 1259)}, 0.006079512583616389, 'baseline'), ({(7080, 3, 346)}, 0.005954353105453389, 'baseline'), ({(7080, 2, 31)}, 0.0011244117765459064, 'baseline'), ({(7080, 3, 1314)}, -0.0013479748922293428, 'baseline'), ({(7080, 3, 39)}, -0.001691185911774836, 'baseline'), ({(7080, 3, 1061)}, -0.006750824934915532, 'baseline'), ({(7080, 3, 651)}, -0.047124807758244375, 'baseline')]","[(19332, 8, 7410), (7080, 3, 1057), (19332, 3, 1057)]",1.8869375253416365e-06,[3]
[0.011002575978636742],3.0,1,"(5517, 9, 7903)",0.001694337697699666,3,"[({(5517, 3, 1005)}, 0.13738426112991506, 'baseline'), ({(5517, 3, 1024), (5517, 2, 1323)}, 0.13704238379524514, 'baseline'), ({(5517, 3, 731)}, 0.13662357174036116, 'baseline'), ({(5517, 3, 1005), (5517, 2, 1323)}, 0.13640731121577518, 'baseline'), ({(5517, 3, 731), (5517, 3, 1005)}, 0.13571750663224025, 'baseline'), ({(5517, 3, 1024)}, 0.13459893610603743, 'baseline'), ({(5517, 3, 731), (5517, 3, 1024)}, 0.13143021903426344, 'baseline'), ({(5517, 2, 1323)}, 0.13004195235428262, 'baseline'), ({(5517, 3, 75)}, 0.12805887600381025, 'baseline'), ({(5517, 3, 731), (5517, 2, 1323)}, 0.1267926796742013, 'baseline')]","[(24615, 3, 1005), (24615, 9, 7903), (5517, 3, 1005)]",0.011002575978636742,[3]
[6.220641068921395e-08],4.0,1,"(7097, 8, 7567)",0.00016190372116398066,6,"[({(7097, 3, 1352), (7097, 3, 476)}, 0.013891441683812176, 'baseline'), ({(7097, 3, 476)}, 0.013761081667362824, 'baseline'), ({(7097, 4, 66)}, 0.01329162524449049, 'baseline'), ({(7097, 3, 1529)}, 0.01263140511385628, 'baseline'), ({(7097, 3, 1348)}, 0.011962578573074038, 'baseline'), ({(7097, 4, 66), (7097, 3, 1529)}, 0.011806270059305922, 'baseline'), ({(7097, 3, 733), (7097, 3, 40)}, 0.011335258331191407, 'baseline'), ({(7097, 3, 733)}, 0.009402096218564806, 'baseline'), ({(7097, 3, 40)}, 0.007689838717044357, 'baseline'), ({(7097, 3, 733), (7097, 4, 66)}, 0.00129965782035338, 'baseline')]","[(15278, 3, 476), (7097, 3, 476), (13576, 3, 1352), (7097, 3, 1352), (13576, 8, 7567), (15278, 8, 7567)]",6.220641068921395e-08,[4]
[2.7475201932247728e-05],2.0,1,"(5756, 8, 7410)",0.011794748716056347,6,"[({(5756, 5, 5757), (5756, 2, 30)}, 0.0009401204521032482, 'baseline'), ({(5756, 4, 924), (5756, 2, 30)}, -0.00011015746318419595, 'baseline'), ({(5756, 3, 5761), (5756, 5, 5757), (5756, 3, 75), (5756, 2, 30)}, -0.0008103858311174347, 'baseline'), ({(5756, 3, 5761), (5756, 5, 5757), (5756, 3, 5054), (5756, 2, 30)}, -0.0013414124993638206, 'baseline'), ({(5756, 2, 5307), (5756, 3, 5761), (5756, 2, 30)}, -0.002181320024216057, 'baseline'), ({(5756, 3, 5761)}, -0.0025076428649849843, 'baseline'), ({(5756, 3, 5761), (5756, 5, 5757), (5756, 3, 1321)}, -0.003554462984768316, 'baseline'), ({(5756, 3, 5761), (5756, 2, 5758), (5756, 3, 1321), (5756, 2, 30)}, -0.003694078941783065, 'baseline'), ({(5756, 2, 30)}, -0.004179528467946127, 'baseline'), ({(5756, 2, 5307), (5756, 3, 5761), (5756, 5, 5757), (5756, 2, 30)}, -0.005841867138534324, 'baseline')]","[(5756, 5, 5757), (15878, 8, 7410), (18172, 8, 7410), (18172, 5, 5757), (15878, 2, 30), (5756, 2, 30)]",2.7475201932247728e-05,[2]
[0.0003928113146685064],3.0,1,"(6394, 11, 8038)",1.2339714885456488e-05,11,"[({(6394, 3, 891), (6394, 5, 6395), (6394, 3, 1839), (6394, 4, 66)}, 0.00424187580749094, 'baseline'), ({(6394, 3, 891), (6394, 3, 6404), (6394, 2, 68), (6394, 4, 66)}, 0.004203262710389808, 'baseline'), ({(6394, 3, 6404), (6394, 5, 6395), (6394, 4, 66)}, 0.004182660425711406, 'baseline'), ({(6394, 3, 6404), (6394, 2, 68), (6394, 5, 6395), (6394, 4, 66)}, 0.004175675999774111, 'baseline'), ({(6394, 3, 891), (6394, 3, 6404), (6394, 5, 6395), (6394, 4, 66)}, 0.004150638797269459, 'baseline'), ({(6394, 3, 891), (6394, 3, 6404), (6394, 4, 66)}, 0.004146482286734905, 'baseline'), ({(6394, 2, 68), (6394, 3, 1839), (6394, 4, 66)}, 0.004129071660548923, 'baseline'), ({(6394, 3, 6404), (6394, 3, 1839), (6394, 4, 66)}, 0.004060891402712403, 'baseline'), ({(6394, 3, 891), (6394, 4, 66)}, 0.004044309660057499, 'baseline'), ({(6394, 3, 891), (6394, 2, 68), (6394, 3, 1839), (6394, 4, 66)}, 0.0039096976836515435, 'baseline')]","[(14478, 3, 891), (6394, 3, 891), (25545, 11, 8038), (6394, 3, 1839), (25545, 4, 66), (6394, 5, 6395), (14256, 11, 8038), (6394, 4, 66), (14478, 11, 8038), (14256, 5, 6395), (8038, 3, 1839)]",0.0003928113146685064,[3]
[2.499415131751448e-05],3.0,1,"(5447, 8, 7410)",0.002314773853868246,3,"[({(5447, 1, 1054)}, 0.00557393668693833, 'baseline'), ({(5447, 3, 17)}, 0.005068256029667275, 'baseline'), ({(5447, 3, 460)}, 0.00493884457186768, 'baseline'), ({(5447, 2, 31)}, 0.004878344910916635, 'baseline'), ({(5447, 3, 5448)}, 0.004856143096985418, 'baseline'), ({(5447, 2, 171)}, 0.004522088890937046, 'baseline'), ({(5447, 2, 1099)}, 0.0044608446349291555, 'baseline'), ({(5447, 2, 68)}, 0.0043725440558014484, 'baseline'), ({(5447, 3, 9)}, 0.003826261462671102, 'baseline'), ({(5447, 3, 1143)}, 0.003821079564925577, 'baseline'), ({(5447, 3, 386)}, 0.003757403182107755, 'baseline'), ({(5447, 2, 312)}, 0.0031364587698931765, 'baseline'), ({(5447, 2, 266)}, 0.002964518236349341, 'baseline'), ({(5447, 3, 1104)}, 0.0010066674821575838, 'baseline'), ({(5447, 3, 20)}, 0.00040500700065636936, 'baseline'), ({(5447, 2, 709)}, -0.0001747161623131023, 'baseline'), ({(5447, 3, 78)}, -0.0006474969672200778, 'baseline'), ({(5447, 3, 1983)}, -0.0024468284552957072, 'baseline'), ({(5447, 3, 710)}, -0.003843101734906862, 'baseline'), ({(5447, 3, 1155)}, -0.008014322302315349, 'baseline')]","[(5447, 1, 1054), (10101, 8, 7410), (10101, 1, 1054)]",2.499415131751448e-05,[3]
[0.030542725697159767],1.0,1,"(5627, 11, 7956)",0.00013240447151474655,12,"[({(5627, 3, 666), (5627, 1, 864), (5627, 3, 2042), (5627, 3, 278)}, 0.4403948011431944, 'baseline'), ({(5627, 3, 2042)}, 0.4363426091410452, 'baseline'), ({(5627, 3, 278), (5627, 3, 2042), (5627, 3, 3863), (5627, 3, 56)}, 0.43205792919147074, 'baseline'), ({(5627, 3, 666), (5627, 3, 278), (5627, 3, 2042), (5627, 2, 30)}, 0.43198083060863834, 'baseline'), ({(5627, 3, 666), (5627, 3, 56)}, 0.42298678762660014, 'baseline'), ({(5627, 3, 3863), (5627, 3, 2042)}, 0.41229606868198443, 'baseline'), ({(5627, 3, 666)}, 0.40640540119889806, 'baseline'), ({(5627, 3, 666), (5627, 3, 2042), (5627, 3, 278)}, 0.3985847352524314, 'baseline'), ({(5627, 3, 278)}, 0.39543233497039043, 'baseline'), ({(5627, 3, 278), (5627, 3, 3863), (5627, 3, 2042)}, 0.39349315744189856, 'baseline')]","[(25520, 3, 666), (18009, 3, 2042), (18009, 11, 7956), (22977, 1, 864), (5627, 3, 278), (5627, 3, 2042), (19214, 3, 278), (5627, 3, 666), (5627, 1, 864), (19214, 11, 7956), (25520, 11, 7956), (22977, 11, 7956)]",0.030542725697159767,[1]
[0.017561260610818863],1.0,1,"(7125, 11, 7956)",2.1323852706700563e-05,9,"[({(7125, 3, 476), (7125, 4, 66), (7125, 3, 7127)}, 0.9419905442611237, 'baseline'), ({(7125, 3, 476), (7125, 4, 66), (7125, 3, 0)}, 0.8179159635156822, 'baseline'), ({(7125, 2, 68), (7125, 3, 476), (7125, 4, 66), (7125, 3, 0)}, 0.7773354517032515, 'baseline'), ({(7125, 3, 476), (7125, 4, 66), (7125, 3, 40)}, 0.7046387647347759, 'baseline'), ({(7125, 3, 476), (7125, 3, 5382), (7125, 4, 66)}, 0.6052272161587678, 'baseline'), ({(7125, 3, 476), (7125, 4, 66), (7125, 2, 172), (7125, 2, 68)}, 0.6032114466515782, 'baseline'), ({(7125, 3, 476), (7125, 2, 1813), (7125, 4, 66)}, 0.6025048931479109, 'baseline'), ({(7125, 3, 476), (7125, 2, 1813), (7125, 4, 66), (7125, 2, 68)}, 0.5972468097768996, 'baseline'), ({(7125, 3, 476), (7125, 4, 66), (7125, 3, 220)}, 0.5774936514489448, 'baseline'), ({(7125, 3, 476), (7125, 4, 66), (7125, 3, 40), (7125, 2, 68)}, 0.5463114811408877, 'baseline')]","[(17218, 11, 7956), (7125, 3, 476), (24242, 4, 66), (24242, 11, 7956), (7125, 4, 66), (24085, 3, 7127), (24085, 11, 7956), (17218, 3, 476), (7125, 3, 7127)]",0.017561260610818863,[1]
[6.924374702066416e-06],3.0,1,"(6722, 8, 7427)",0.0005110133206471801,12,"[({(6722, 3, 277), (6722, 3, 1454), (6722, 1, 65), (6722, 3, 2638)}, 0.002752842094116097, 'baseline'), ({(6722, 2, 30), (6722, 3, 2638)}, 0.002736390540891737, 'baseline'), ({(6722, 3, 277), (6722, 3, 111), (6722, 1, 65), (6722, 3, 2638)}, 0.0027346803966147777, 'baseline'), ({(6722, 1, 65), (6722, 3, 111)}, 0.0027174138768336228, 'baseline'), ({(6722, 1, 65)}, 0.0027125053321588547, 'baseline'), ({(6722, 3, 7), (6722, 3, 1454), (6722, 1, 65), (6722, 3, 2638)}, 0.002701997491334358, 'baseline'), ({(6722, 3, 1341), (6722, 3, 111), (6722, 1, 65), (6722, 3, 2638)}, 0.0027012345039227133, 'baseline'), ({(6722, 3, 2638)}, 0.0026901836430067473, 'baseline'), ({(6722, 3, 4553), (6722, 1, 65), (6722, 3, 2638)}, 0.002655129821060128, 'baseline'), ({(6722, 3, 7), (6722, 3, 4553), (6722, 1, 65), (6722, 3, 2638)}, 0.0026464938844856767, 'baseline')]","[(6722, 3, 277), (23722, 8, 7427), (6722, 1, 65), (7426, 3, 277), (23722, 1, 65), (23254, 8, 7427), (6722, 3, 2638), (7426, 8, 7427), (22917, 3, 2638), (23254, 3, 1454), (22917, 8, 7427), (6722, 3, 1454)]",6.924374702066416e-06,[3]
