original_score,new_rank,new_ranks,original_rank,exp_length,prediction,new_score,new_scores,facts,exp
6.655379,1.0,[1],1,2,"(5133, 9, 10166)",7.2689276,[7.2689276],"[({(5133, 2, 5135)}, -0.3076618381651115, 'baseline'), ({(5133, 3, 4194)}, -0.504820133287258, 'baseline'), ({(5133, 5, 5134)}, -0.5887812978398157, 'baseline'), ({(5133, 3, 4866)}, -0.6139941832308624, 'baseline'), ({(5133, 3, 5138)}, -0.7987488760658324, 'baseline'), ({(5133, 3, 3744)}, -0.8061699786201233, 'baseline'), ({(5133, 3, 5150)}, -0.8156027990409707, 'baseline'), ({(5133, 3, 5151)}, -0.8290684383852797, 'baseline'), ({(5133, 3, 5146)}, -0.8797523051062243, 'baseline'), ({(5133, 3, 5143)}, -0.9570383909608542, 'baseline')]","[(10166, 2, 5135), (5133, 2, 5135)]"
6.9573603,1.0,[1],2,3,"(5907, 9, 6144)",6.8521385,[6.8521385],"[({(5907, 2, 171)}, -0.47475858734172594, 'baseline'), ({(5907, 2, 709)}, -0.49916843310869063, 'baseline'), ({(5907, 4, 66)}, -0.7279424267651696, 'baseline'), ({(5907, 3, 177)}, -0.7709938304791811, 'baseline'), ({(5907, 2, 30)}, -0.875304287724237, 'baseline'), ({(5907, 2, 31)}, -0.8879086845249025, 'baseline'), ({(5907, 3, 710)}, -1.0886172428193686, 'baseline'), ({(5907, 3, 712)}, -1.1181217813791753, 'baseline'), ({(5907, 3, 75)}, -1.3054784299859383, 'baseline'), ({(5907, 3, 711)}, -1.3835261601094258, 'baseline')]","[(5907, 2, 171), (21465, 9, 6144), (21465, 2, 171)]"
6.168879,1.0,[1],1,3,"(6504, 11, 7992)",5.7764826,[5.7764826],"[({(6504, 1, 65)}, -0.6447781154099257, 'baseline'), ({(6504, 2, 68)}, -0.7732814990439172, 'baseline'), ({(6504, 2, 30)}, -0.8304213751318316, 'baseline'), ({(6504, 3, 9)}, -0.9950920321954482, 'baseline'), ({(6504, 3, 10)}, -1.0430325256937552, 'baseline'), ({(6504, 3, 6)}, -1.1762860017685568, 'baseline'), ({(6504, 3, 7)}, -1.258590123970732, 'baseline'), ({(6504, 2, 69)}, -1.4991498827934093, 'baseline'), ({(6504, 5, 6505)}, -1.7165645557080846, 'baseline'), ({(6504, 3, 253)}, -1.7953237143208036, 'baseline')]","[(13418, 1, 65), (13418, 11, 7992), (6504, 1, 65)]"
7.0618706,1.0,[1],1,3,"(5411, 11, 8097)",6.187007,[6.187007],"[({(5411, 1, 65)}, -0.8940321238534934, 'baseline'), ({(5411, 4, 66)}, -1.1089002650084243, 'baseline'), ({(5411, 2, 31)}, -1.2339268742129834, 'baseline'), ({(5411, 2, 68)}, -1.3310206975079506, 'baseline'), ({(5411, 3, 2257)}, -1.3503950711866632, 'baseline'), ({(5411, 3, 40)}, -1.3760807259817966, 'baseline'), ({(5411, 3, 192)}, -1.412140644929678, 'baseline'), ({(5411, 2, 4759)}, -1.5137953057772944, 'baseline'), ({(5411, 3, 149)}, -1.5215909730477624, 'baseline'), ({(5411, 2, 132)}, -1.6272671375444643, 'baseline')]","[(24384, 1, 65), (24384, 11, 8097), (5411, 1, 65)]"
6.3387327,1.0,[1],1,3,"(6766, 11, 7992)",6.6916513,[6.6916513],"[({(6766, 4, 66)}, -0.4664973425304928, 'baseline'), ({(6766, 1, 65)}, -0.6447781154099257, 'baseline'), ({(6766, 2, 30)}, -0.8304235982931094, 'baseline'), ({(6766, 3, 78)}, -1.021934113126208, 'baseline'), ({(6766, 3, 10)}, -1.0430350169620892, 'baseline'), ({(6766, 3, 40)}, -1.0984113387389947, 'baseline'), ({(6766, 3, 220)}, -1.1818126136880245, 'baseline'), ({(6766, 3, 479)}, -1.2409847054664622, 'baseline'), ({(6766, 3, 7)}, -1.258592910107659, 'baseline'), ({(6766, 3, 56)}, -1.3468775073529586, 'baseline')]","[(13418, 11, 7992), (6766, 4, 66), (13418, 4, 66)]"
9.634243,1.0,[1],1,3,"(7392, 9, 7790)",10.231701,[10.231701],"[({(7392, 1, 2467)}, -0.4417860570341731, 'baseline'), ({(7392, 2, 29)}, -0.44359217293778713, 'baseline'), ({(7392, 3, 33)}, -0.7525769306320709, 'baseline'), ({(7392, 2, 30)}, -0.8390974286648607, 'baseline'), ({(7392, 2, 68)}, -0.8435032616002552, 'baseline'), ({(7392, 3, 40)}, -1.0440895686365437, 'baseline'), ({(7392, 3, 3075)}, -1.0456302770249815, 'baseline'), ({(7392, 3, 479)}, -1.0860074865489426, 'baseline'), ({(7392, 3, 220)}, -1.1010347693638611, 'baseline'), ({(7392, 3, 10)}, -1.102952947391004, 'baseline')]","[(7392, 1, 2467), (25367, 1, 2467), (25367, 9, 7790)]"
6.138865,1.0,[1],1,3,"(7281, 11, 7992)",5.4857435,[5.4857435],"[({(7281, 2, 31)}, -0.8157956726093928, 'baseline'), ({(7281, 2, 30)}, -0.8304235982931094, 'baseline'), ({(7281, 3, 40)}, -1.0984113387389947, 'baseline'), ({(7281, 3, 6)}, -1.1762833373664885, 'baseline'), ({(7281, 3, 75)}, -1.2675163409485835, 'baseline'), ({(7281, 3, 279)}, -1.3985506004085577, 'baseline'), ({(7281, 2, 69)}, -1.4991467332472739, 'baseline'), ({(7281, 3, 38)}, -1.5414415743647527, 'baseline'), ({(7281, 3, 37)}, -1.64660611919616, 'baseline'), ({(7281, 3, 706)}, -1.690201597019412, 'baseline')]","[(25411, 11, 7992), (25411, 2, 31), (7281, 2, 31)]"
8.809921,1.0,[1],1,3,"(6083, 9, 8418)",8.4290085,[8.4290085],"[({(6083, 2, 69)}, -0.3947154889052317, 'baseline'), ({(6083, 4, 66)}, -0.6121697396060108, 'baseline'), ({(6083, 3, 74)}, -0.7559916697172314, 'baseline'), ({(6083, 2, 68)}, -0.8371132738107995, 'baseline'), ({(6083, 3, 40)}, -1.0031066272345524, 'baseline'), ({(6083, 3, 220)}, -1.0181739270498722, 'baseline'), ({(6083, 1, 6071)}, -1.0363585242130189, 'baseline'), ({(6083, 3, 10)}, -1.0556828588398532, 'baseline'), ({(6083, 3, 6)}, -1.1329553716853482, 'baseline'), ({(6083, 3, 1630)}, -1.176685696665464, 'baseline')]","[(6083, 2, 69), (17052, 9, 8418), (17052, 2, 69)]"
6.4506083,1.0,[1],1,3,"(7080, 9, 6144)",6.8750772,[6.8750772],"[({(7080, 1, 1054)}, -0.2673821333811995, 'baseline'), ({(7080, 3, 460)}, -0.7692986124772955, 'baseline'), ({(7080, 3, 519)}, -0.8393713095383151, 'baseline'), ({(7080, 2, 30)}, -0.875304287724237, 'baseline'), ({(7080, 2, 31)}, -0.8879040850143698, 'baseline'), ({(7080, 4, 485)}, -1.0769046485134455, 'baseline'), ({(7080, 3, 39)}, -1.2611438945184026, 'baseline'), ({(7080, 3, 10)}, -1.3103796014237814, 'baseline'), ({(7080, 3, 1255)}, -1.4664246363165168, 'baseline'), ({(7080, 3, 1264)}, -1.4943099405443425, 'baseline')]","[(20123, 9, 6144), (7080, 1, 1054), (20123, 1, 1054)]"
7.26068,1.0,[1],1,3,"(4777, 9, 6144)",7.1099796,[7.1099796],"[({(4777, 1, 1054)}, -0.2673801788804456, 'baseline'), ({(4777, 3, 519)}, -0.8393734931129339, 'baseline'), ({(4777, 2, 31)}, -0.8879110084492007, 'baseline'), ({(4777, 4, 169)}, -1.0211256785668832, 'baseline'), ({(4777, 3, 40)}, -1.0841886619411276, 'baseline'), ({(4777, 2, 312)}, -1.3493043214949003, 'baseline'), ({(4777, 3, 1255)}, -1.4664246363165168, 'baseline'), ({(4777, 3, 1264)}, -1.4943099405443425, 'baseline'), ({(4777, 3, 2912)}, -1.6682112604820258, 'baseline'), ({(4777, 2, 131)}, -1.6796797493826037, 'baseline')]","[(4777, 1, 1054), (20123, 9, 6144), (20123, 1, 1054)]"
7.057395,1.0,[1],1,3,"(7407, 11, 7869)",7.4377084,[7.4377084],"[({(7407, 8, 7410)}, -0.7732042527294497, 'baseline'), ({(7407, 4, 169)}, -0.7769585873827953, 'baseline'), ({(7407, 2, 68)}, -0.7945477705268892, 'baseline'), ({(7407, 8, 7409)}, -0.8931411496654833, 'baseline'), ({(7407, 3, 6)}, -0.9628398001208509, 'baseline'), ({(7407, 3, 40)}, -0.9762242856539369, 'baseline'), ({(7407, 3, 39)}, -1.1030039387065806, 'baseline'), ({(7407, 3, 10)}, -1.2222133309810022, 'baseline'), ({(7407, 3, 220)}, -1.2249526543287022, 'baseline'), ({(7407, 3, 504)}, -1.4517581661623602, 'baseline')]","[(17218, 8, 7410), (7407, 8, 7410), (17218, 11, 7869)]"
8.371053,1.0,[1],2,3,"(6300, 9, 8151)",8.001187,[8.001187],"[({(6300, 2, 171)}, -0.45143157598397005, 'baseline'), ({(6300, 1, 168)}, -0.502886630929422, 'baseline'), ({(6300, 2, 30)}, -0.8440474481088861, 'baseline'), ({(6300, 2, 31)}, -0.9317895731390634, 'baseline'), ({(6300, 3, 460)}, -1.0241208321248116, 'baseline'), ({(6300, 3, 715)}, -1.0612130370531356, 'baseline'), ({(6300, 3, 892)}, -1.0772342811660287, 'baseline'), ({(6300, 2, 266)}, -1.0857649208654339, 'baseline'), ({(6300, 2, 68)}, -1.1274279819677044, 'baseline'), ({(6300, 3, 40)}, -1.1933421380166243, 'baseline')]","[(6300, 2, 171), (24307, 2, 171), (24307, 9, 8151)]"
5.6012373,2.0,[2],2,3,"(7125, 11, 7869)",5.221344,[5.221344],"[({(7125, 4, 66)}, -0.5193878327315897, 'baseline'), ({(7125, 2, 31)}, -0.7211236752122016, 'baseline'), ({(7125, 2, 68)}, -0.7945455778823711, 'baseline'), ({(7125, 3, 40)}, -0.976221971325088, 'baseline'), ({(7125, 2, 172)}, -1.0890348287702125, 'baseline'), ({(7125, 3, 39)}, -1.1030039387065806, 'baseline'), ({(7125, 3, 10)}, -1.2222133309810022, 'baseline'), ({(7125, 3, 220)}, -1.2249526543287022, 'baseline'), ({(7125, 3, 9)}, -1.3559412340351393, 'baseline'), ({(7125, 2, 1813)}, -1.4585341208408984, 'baseline')]","[(22183, 11, 7869), (22183, 4, 66), (7125, 4, 66)]"
7.456912,1.0,[1],1,3,"(4978, 11, 90)",7.0890236,[7.0890236],"[({(4978, 1, 264)}, -0.7511404191072605, 'baseline'), ({(4978, 4, 924)}, -0.7735971253507785, 'baseline'), ({(4978, 2, 30)}, -0.8408972805738208, 'baseline'), ({(4978, 2, 31)}, -0.8666590951813049, 'baseline'), ({(4978, 3, 6)}, -1.0456030467013209, 'baseline'), ({(4978, 3, 40)}, -1.095141326383074, 'baseline'), ({(4978, 2, 171)}, -1.2019193544630524, 'baseline'), ({(4978, 3, 41)}, -1.2314876399811467, 'baseline'), ({(4978, 3, 75)}, -1.3529496406782793, 'baseline'), ({(4978, 3, 94)}, -1.365768927687621, 'baseline')]","[(19806, 11, 90), (19806, 1, 264), (4978, 1, 264)]"
6.6888194,3.0,[3],1,3,"(7426, 11, 8038)",6.1634226,[6.1634226],"[({(7426, 1, 65)}, -0.5737185601860487, 'baseline'), ({(7426, 8, 7427)}, -0.7465728855842205, 'baseline'), ({(7426, 8, 7429)}, -0.7738509398031387, 'baseline'), ({(7426, 2, 30)}, -0.7740143138587857, 'baseline'), ({(7426, 2, 31)}, -0.7917664231976493, 'baseline'), ({(7426, 8, 7428)}, -1.0090628631055467, 'baseline'), ({(7426, 3, 39)}, -1.069716877351237, 'baseline'), ({(7426, 3, 40)}, -1.0869958045434958, 'baseline'), ({(7426, 3, 75)}, -1.2825029342508558, 'baseline'), ({(7426, 3, 666)}, -1.2945955622322982, 'baseline')]","[(25545, 1, 65), (25545, 11, 8038), (7426, 1, 65)]"
8.089542,1.0,[1],1,3,"(6394, 9, 3917)",8.041712,[8.041712],"[({(6394, 3, 2586)}, -0.8777376628993477, 'baseline'), ({(6394, 3, 113)}, -0.9235716268569509, 'baseline'), ({(6394, 3, 2593)}, -0.9718648205874578, 'baseline'), ({(6394, 4, 66)}, -1.2908231897887474, 'baseline'), ({(6394, 3, 9)}, -1.298659187432198, 'baseline'), ({(6394, 2, 68)}, -1.3908824255664163, 'baseline'), ({(6394, 2, 31)}, -1.5066770256139697, 'baseline'), ({(6394, 3, 479)}, -1.5781764234599052, 'baseline'), ({(6394, 3, 476)}, -1.5975147464553254, 'baseline'), ({(6394, 3, 1839)}, -1.7029826898609919, 'baseline')]","[(25102, 9, 3917), (6394, 3, 2586), (25102, 3, 2586)]"
7.079462,3.0,[3],1,3,"(7868, 11, 6729)",6.229711,[6.229711],"[({(7868, 11, 7869)}, -0.6233433547542284, 'baseline'), ({(7868, 1, 65)}, -0.7240691431941377, 'baseline'), ({(7868, 2, 31)}, -1.017670126620552, 'baseline'), ({(7868, 4, 485)}, -1.0257696877191254, 'baseline'), ({(7868, 2, 30)}, -1.0578453310695162, 'baseline'), ({(7868, 3, 149)}, -1.2555066911710737, 'baseline'), ({(7868, 3, 6)}, -1.3561636939859727, 'baseline'), ({(7868, 3, 39)}, -1.3702379175361523, 'baseline'), ({(7868, 3, 649)}, -1.6252914266047749, 'baseline'), ({(7868, 3, 801)}, -1.657853124426406, 'baseline')]","[(7868, 11, 7869), (10240, 11, 6729), (10240, 11, 7869)]"
7.6898937,1.0,[1],1,3,"(6115, 11, 6729)",6.8905926,[6.8905926],"[({(6115, 2, 31)}, -1.017667665122971, 'baseline'), ({(6115, 2, 68)}, -1.1720769555328745, 'baseline'), ({(6115, 2, 209)}, -1.1881144750413255, 'baseline'), ({(6115, 3, 149)}, -1.255501186317317, 'baseline'), ({(6115, 2, 132)}, -1.3372392469693104, 'baseline'), ({(6115, 3, 6)}, -1.3561636939859727, 'baseline'), ({(6115, 3, 212)}, -1.3617023198789018, 'baseline'), ({(6115, 3, 39)}, -1.3702408269815862, 'baseline'), ({(6115, 3, 227)}, -1.388505327521684, 'baseline'), ({(6115, 3, 213)}, -1.3917732404707657, 'baseline')]","[(6115, 2, 31), (7882, 11, 6729), (7882, 2, 31)]"
7.2706003,1.0,[1],1,3,"(6263, 9, 9452)",7.210342,[7.210342],"[({(6263, 2, 729)}, -0.6477539407032153, 'baseline'), ({(6263, 3, 2702)}, -0.9133305376544201, 'baseline'), ({(6263, 3, 2034)}, -0.9218214338878937, 'baseline'), ({(6263, 1, 65)}, -1.0199455339387251, 'baseline'), ({(6263, 2, 68)}, -1.276015071604717, 'baseline'), ({(6263, 3, 78)}, -1.319942621037803, 'baseline'), ({(6263, 3, 10)}, -1.394996637988694, 'baseline'), ({(6263, 2, 31)}, -1.4045992129518279, 'baseline'), ({(6263, 3, 9)}, -1.4556244278385406, 'baseline'), ({(6263, 3, 41)}, -1.498887887690833, 'baseline')]","[(20133, 9, 9452), (6263, 2, 729), (20133, 2, 729)]"
8.630572,1.0,[1],1,3,"(5834, 9, 1470)",8.85465,[8.85465],"[({(5834, 2, 1166)}, -0.27230776521620115, 'baseline'), ({(5834, 2, 789)}, -0.4571950353772254, 'baseline'), ({(5834, 3, 1177)}, -0.9910571059794681, 'baseline'), ({(5834, 3, 1171)}, -1.0096864882335457, 'baseline'), ({(5834, 2, 31)}, -1.0154557499300696, 'baseline'), ({(5834, 2, 28)}, -1.082109187812327, 'baseline'), ({(5834, 2, 172)}, -1.1470656616363415, 'baseline'), ({(5834, 3, 40)}, -1.2499945629808669, 'baseline'), ({(5834, 3, 46)}, -1.2803750413595671, 'baseline'), ({(5834, 3, 6)}, -1.281619470345398, 'baseline')]","[(24435, 9, 1470), (5834, 2, 1166), (24435, 2, 1166)]"
9.556608,1.0,[1],1,3,"(7610, 9, 7903)",9.429497,[9.429497],"[({(7610, 3, 1123)}, -0.6525003525257052, 'baseline'), ({(7610, 2, 68)}, -0.9245280597398733, 'baseline'), ({(7610, 3, 1339)}, -1.0543760234575748, 'baseline'), ({(7610, 3, 3734)}, -1.0563378922241706, 'baseline'), ({(7610, 2, 1189)}, -1.0689523462060389, 'baseline'), ({(7610, 3, 2221)}, -1.0761047715318113, 'baseline'), ({(7610, 3, 4088)}, -1.1577747488483607, 'baseline'), ({(7610, 3, 39)}, -1.2305389545301233, 'baseline'), ({(7610, 3, 9)}, -1.2421472324980507, 'baseline'), ({(7610, 3, 1281)}, -1.2728875024471396, 'baseline')]","[(24615, 9, 7903), (7610, 3, 1123), (24615, 3, 1123)]"
8.600188,1.0,[1],1,2,"(6766, 9, 11980)",8.979921,[8.979921],"[({(6766, 2, 2083)}, -0.29245679353372156, 'baseline'), ({(6766, 3, 629)}, -0.4165416013912463, 'baseline'), ({(6766, 2, 2082)}, -0.45607426285883246, 'baseline'), ({(6766, 3, 5562)}, -0.6793827066458733, 'baseline'), ({(6766, 3, 630)}, -0.774890841070013, 'baseline'), ({(6766, 3, 1417)}, -0.8519492871600043, 'baseline'), ({(6766, 3, 2905)}, -0.9067894211590072, 'baseline'), ({(6766, 1, 65)}, -1.2261566482801873, 'baseline'), ({(6766, 3, 479)}, -1.461265085105243, 'baseline'), ({(6766, 3, 220)}, -1.4860236903111872, 'baseline')]","[(6766, 2, 2083), (11980, 2, 2083)]"
5.666048,1.0,[1],1,2,"(5067, 11, 7984)",5.2399535,[5.2399535],"[({(5067, 2, 31)}, -0.7718208570616821, 'baseline'), ({(5067, 2, 30)}, -0.7827948254358088, 'baseline'), ({(5067, 2, 68)}, -0.7896138934414325, 'baseline'), ({(5067, 3, 40)}, -1.0095256606329681, 'baseline'), ({(5067, 3, 6)}, -1.085315056304607, 'baseline'), ({(5067, 3, 10)}, -1.1274434591419107, 'baseline'), ({(5067, 3, 9)}, -1.1623042669518364, 'baseline'), ({(5067, 3, 41)}, -1.3037711067860454, 'baseline'), ({(5067, 3, 192)}, -1.4871839326307181, 'baseline'), ({(5067, 2, 27)}, -1.492574723334535, 'baseline')]","[(5067, 2, 31), (7984, 2, 31)]"
8.142027,2.0,[2],2,3,"(7628, 12, 8676)",7.876338,[7.876338],"[({(7628, 4, 66)}, -0.48510148342531645, 'baseline'), ({(7628, 3, 279)}, -0.5883533561289889, 'baseline'), ({(7628, 3, 40)}, -0.7167944367565814, 'baseline'), ({(7628, 2, 31)}, -0.7244139163187451, 'baseline'), ({(7628, 2, 30)}, -0.7286178225103251, 'baseline'), ({(7628, 3, 7)}, -0.7497811913790816, 'baseline'), ({(7628, 3, 6)}, -0.8312538759322047, 'baseline'), ({(7628, 8, 7410)}, -0.9040822826875, 'baseline'), ({(7628, 8, 7393)}, -0.9274750144581588, 'baseline'), ({(7628, 8, 7408)}, -0.9958229065713173, 'baseline')]","[(21590, 4, 66), (7628, 4, 66), (21590, 12, 8676)]"
6.3907385,1.0,[1],2,3,"(5200, 11, 7869)",6.943577,[6.943577],"[({(5200, 2, 30)}, -0.6944813823597885, 'baseline'), ({(5200, 2, 31)}, -0.7211236752122016, 'baseline'), ({(5200, 1, 1054)}, -0.7874720354201947, 'baseline'), ({(5200, 2, 171)}, -1.0543610983116771, 'baseline'), ({(5200, 2, 266)}, -1.1904437546422386, 'baseline'), ({(5200, 3, 75)}, -1.2151733869946857, 'baseline'), ({(5200, 2, 1538)}, -1.568331567988933, 'baseline'), ({(5200, 3, 38)}, -1.6916564882726701, 'baseline'), ({(5200, 3, 1112)}, -1.7793266425828045, 'baseline'), ({(5200, 3, 706)}, -1.8242267418073341, 'baseline')]","[(14783, 11, 7869), (14783, 2, 30), (5200, 2, 30)]"
6.5092406,1.0,[1],1,3,"(6246, 11, 90)",6.674445,[6.674445],"[({(6246, 4, 66)}, -0.6529196180609096, 'baseline'), ({(6246, 2, 30)}, -0.8408972805738208, 'baseline'), ({(6246, 2, 31)}, -0.8666613988236024, 'baseline'), ({(6246, 1, 1034)}, -1.0205232515578488, 'baseline'), ({(6246, 3, 6)}, -1.0456030467013209, 'baseline'), ({(6246, 3, 40)}, -1.0951363216840717, 'baseline'), ({(6246, 3, 149)}, -1.1896999151663799, 'baseline'), ({(6246, 2, 172)}, -1.2175477438186102, 'baseline'), ({(6246, 3, 91)}, -1.4148643130603122, 'baseline'), ({(6246, 3, 92)}, -1.4259814064150005, 'baseline')]","[(6246, 4, 66), (11884, 4, 66), (11884, 11, 90)]"
7.808302,1.0,[1],1,2,"(5305, 12, 9444)",7.527607,[7.527607],"[({(5305, 3, 5315)}, -0.6884615789774702, 'baseline'), ({(5305, 3, 5314)}, -0.7142043000613145, 'baseline'), ({(5305, 3, 1952)}, -0.8653779200376852, 'baseline'), ({(5305, 3, 94)}, -0.9225474906665555, 'baseline'), ({(5305, 3, 5312)}, -1.249589652664598, 'baseline'), ({(5305, 3, 5313)}, -1.2850518738985592, 'baseline'), ({(5305, 3, 689)}, -1.3013366315272787, 'baseline'), ({(5305, 3, 285)}, -1.369060556915613, 'baseline'), ({(5305, 3, 41)}, -1.426564624149739, 'baseline')]","[(5305, 3, 5315), (9444, 3, 5315)]"
5.530306,1.0,[1],1,3,"(4952, 11, 7869)",5.927231,[5.927231],"[({(4952, 2, 30)}, -0.6944813823597885, 'baseline'), ({(4952, 2, 31)}, -0.7211236752122016, 'baseline'), ({(4952, 1, 941)}, -0.9524407621456198, 'baseline'), ({(4952, 3, 75)}, -1.215181548262272, 'baseline'), ({(4952, 3, 38)}, -1.6916528341189385, 'baseline'), ({(4952, 3, 706)}, -1.8242227292493611, 'baseline'), ({(4952, 3, 176)}, -2.0126713295858454, 'baseline'), ({(4952, 3, 175)}, -2.2106863220890154, 'baseline'), ({(4952, 3, 36)}, -2.3055437447639524, 'baseline'), ({(4952, 3, 717)}, -2.3973252119468538, 'baseline')]","[(4952, 2, 30), (14783, 11, 7869), (14783, 2, 30)]"
