prediction,facts,exp,original_score,new_ranks,new_score,new_scores,new_rank,exp_length,original_rank
"(5586, 10, 7830)","[({(5586, 1, 65)}, 0.00764607307225617, 'baseline'), ({(5586, 3, 10)}, 0.007634561000533044, 'baseline'), ({(5586, 2, 68)}, 0.007520351506607588, 'baseline'), ({(5586, 3, 506)}, 0.007340602080505805, 'baseline'), ({(5586, 2, 728)}, 0.007069103823587521, 'baseline'), ({(5586, 3, 1903)}, 0.006654464585138545, 'baseline'), ({(5586, 3, 2417)}, 0.006500692076932874, 'baseline'), ({(5586, 3, 5589)}, 0.006121504097305013, 'baseline'), ({(5586, 2, 30)}, 0.005926211315788374, 'baseline'), ({(5586, 3, 149)}, 0.005876895900877583, 'baseline'), ([(5586, 1, 65), (16412, 10, 7830), (16412, 1, 65)], 0.0, 'xrule'), ([(9516, 3, 9), (9516, 10, 7830), (5586, 3, 9)], 0.0, 'xrule'), ([(12545, 3, 9), (12545, 10, 7830), (5586, 3, 9)], 0.0, 'xrule'), ([(15578, 3, 9), (15578, 10, 7830), (5586, 3, 9)], 0.0, 'xrule'), ([(24632, 3, 9), (5586, 3, 9), (24632, 10, 7830)], 0.0, 'xrule')]","[(24904, 2, 68), (5586, 2, 728), (5586, 1, 65), (23722, 1, 65), (5586, 3, 506), (25501, 10, 7830), (24904, 3, 10), (15183, 10, 7830), (5586, 3, 10), (24904, 10, 7830), (5586, 2, 68), (23722, 10, 7830), (15183, 2, 728), (25501, 3, 506)]",9.579575355189718e-09,[1],0.9922842383384705,[0.9922842383384705],1.0,14,1
"(5586, 12, 4492)","[([(23140, 3, 78), (23140, 12, 4492), (5586, 3, 78)], 0.5547, 'xrule'), ([(5586, 3, 6), (23140, 12, 4492), (23140, 3, 6)], 0.4261, 'xrule'), ([(23140, 2, 68), (23140, 12, 4492), (5586, 2, 68)], 0.4215, 'xrule'), ([(5586, 3, 6), (18763, 12, 4492), (18763, 3, 6)], 0.2911, 'xrule'), ([(18763, 2, 68), (18763, 12, 4492), (5586, 2, 68)], 0.27380002, 'xrule'), ({(5586, 3, 279)}, 0.03938209542840156, 'baseline'), ({(5586, 3, 6)}, 0.03907655084054952, 'baseline'), ({(5586, 2, 728)}, 0.03890706873380625, 'baseline'), ({(5586, 3, 88)}, 0.03819805657933398, 'baseline'), ({(5586, 2, 68)}, 0.03787481313384217, 'baseline'), ({(5586, 3, 10)}, 0.03763394708320151, 'baseline'), ({(5586, 3, 149)}, 0.03715281834479212, 'baseline'), ({(5586, 3, 747)}, 0.03633877163248138, 'baseline'), ({(5586, 3, 2417)}, 0.03613368326294701, 'baseline'), ({(5586, 1, 65)}, 0.03506487886362904, 'baseline')]","[(18763, 2, 68), (18763, 12, 4492), (23140, 2, 68), (23140, 3, 78), (5586, 3, 78), (5586, 2, 68), (23140, 3, 6), (5586, 3, 6), (23140, 12, 4492), (18763, 3, 6)]",0.07337050884962082,[2],0.0382346510887146,[0.0382346510887146],2.0,10,1
"(6900, 8, 7393)","[([(6900, 3, 741), (21872, 8, 7393), (21872, 3, 741)], 0.017600004, 'xrule'), ({(6900, 2, 2270)}, 0.004223663305515606, 'baseline'), ({(6900, 3, 741)}, 0.004215148709187748, 'baseline'), ({(6900, 3, 41)}, 0.00408997754239909, 'baseline'), ({(6900, 3, 5846)}, 0.004015944369640851, 'baseline'), ({(6900, 3, 4047)}, 0.0037197507265864095, 'baseline'), ({(6900, 3, 6902)}, 0.0036425934748866616, 'baseline'), ({(6900, 3, 939)}, 0.003532090648127426, 'baseline'), ({(6900, 3, 4045)}, 0.003471621026744877, 'baseline'), ({(6900, 3, 10)}, 0.003366482142399936, 'baseline'), ({(6900, 3, 78)}, 0.003254553276790914, 'baseline'), ({(6900, 3, 293)}, 0.003243827439221073, 'baseline'), ({(6900, 3, 40)}, 0.0030846688439792333, 'baseline'), ({(6900, 1, 168)}, 0.002979666871763089, 'baseline'), ({(6900, 2, 68)}, 0.0028245083204793066, 'baseline'), ({(6900, 3, 4052)}, 0.002419559487246765, 'baseline'), ({(6900, 2, 31)}, 0.0018431108420822874, 'baseline'), ({(6900, 3, 9)}, 0.0004364645174826356, 'baseline'), ({(6900, 3, 297)}, -0.00010492890182006977, 'baseline'), ({(6900, 4, 906)}, -0.0006775218789983794, 'baseline'), ([(6900, 2, 68), (24326, 2, 68), (24326, 8, 7393)], -0.0013999939, 'xrule'), ([(6900, 2, 68), (22529, 8, 7393), (22529, 2, 68)], -0.0041999966, 'xrule'), ([(21872, 3, 40), (6900, 3, 40), (21872, 8, 7393)], -0.036, 'xrule'), ([(21872, 8, 7393), (21872, 3, 41), (6900, 3, 41)], -0.039399996, 'xrule')]","[(6900, 3, 741), (20412, 2, 2270), (21872, 8, 7393), (20589, 8, 7393), (15878, 3, 41), (20412, 8, 7393), (16654, 8, 7393), (6900, 2, 2270), (15878, 8, 7393), (21872, 3, 741), (20589, 3, 5846), (6900, 3, 41), (6900, 3, 5846), (16654, 3, 741)]",0.00042496295645833015,[5],1.49827172890582e-07,[1.49827172890582e-07],5.0,14,1
"(5645, 10, 7830)","[({(5645, 1, 65)}, 0.0011508236276464095, 'baseline'), ({(5645, 3, 2085)}, 0.0008823655183831345, 'baseline'), ({(5645, 3, 1200)}, 0.0006001105359859561, 'baseline'), ({(5645, 3, 1917)}, 0.0005493806344549691, 'baseline'), ({(5645, 2, 266)}, 0.0004485388242153417, 'baseline'), ({(5645, 3, 630)}, 0.0004418571082802244, 'baseline'), ({(5645, 3, 20)}, 0.00040455431965881646, 'baseline'), ({(5645, 2, 30)}, 0.0003374442603543947, 'baseline'), ({(5645, 2, 31)}, 0.0003101314789077852, 'baseline'), ({(5645, 3, 5654)}, 0.0003041862064894271, 'baseline'), ([(11777, 10, 7830), (11777, 1, 65), (5645, 1, 65)], 0.0, 'xrule'), ([(22106, 10, 7830), (22106, 1, 65), (5645, 1, 65)], 0.0, 'xrule'), ([(22360, 1, 65), (22360, 10, 7830), (5645, 1, 65)], 0.0, 'xrule'), ([(23520, 10, 7830), (23520, 1, 65), (5645, 1, 65)], 0.0, 'xrule'), ([(23625, 10, 7830), (23625, 1, 65), (5645, 1, 65)], 0.0, 'xrule')]","[(5645, 2, 266), (5645, 3, 1200), (8338, 3, 1200), (22746, 10, 7830), (23722, 1, 65), (14094, 3, 2085), (16427, 2, 266), (5645, 3, 2085), (8338, 10, 7830), (23722, 10, 7830), (22746, 3, 1917), (14094, 10, 7830), (16427, 10, 7830), (5645, 3, 1917), (5645, 1, 65)]",4.1949319573575394e-09,[1],0.9742591381072998,[0.9742591381072998],1.0,15,1
"(5844, 8, 7427)","[([(5844, 2, 30), (25101, 8, 7427), (25101, 2, 30)], 0.2013, 'xrule'), ([(25101, 8, 7427), (25101, 3, 39), (5844, 3, 39)], 0.19829997, 'xrule'), ([(12095, 8, 7427), (12095, 3, 10), (5844, 3, 10)], 0.09289998, 'xrule'), ([(25101, 8, 7427), (25101, 3, 10), (5844, 3, 10)], 0.0704, 'xrule'), ([(25101, 8, 7427), (25101, 3, 9), (5844, 3, 9)], 0.050599992, 'xrule'), ({(5844, 3, 1151)}, 0.001492601409290392, 'baseline'), ({(5844, 2, 2270)}, 0.0014862344189779226, 'baseline'), ({(5844, 3, 3860)}, 0.001395377160774451, 'baseline'), ({(5844, 3, 4)}, 0.0013948629540476507, 'baseline'), ({(5844, 3, 75)}, 0.001391173983540125, 'baseline'), ({(5844, 3, 2274)}, 0.0013617262482741256, 'baseline'), ({(5844, 3, 10)}, 0.0013332966242476482, 'baseline'), ({(5844, 3, 1030)}, 0.0013278514115744535, 'baseline'), ({(5844, 3, 185)}, 0.0013162353692716103, 'baseline'), ({(5844, 3, 2281)}, 0.0010322793834836362, 'baseline')]","[(12095, 8, 7427), (25101, 2, 30), (25101, 3, 10), (25101, 3, 9), (12095, 3, 10), (5844, 2, 30), (25101, 8, 7427), (5844, 3, 10), (5844, 3, 39), (5844, 3, 9), (25101, 3, 39)]",0.0008862688555382192,[2],4.2703106828412274e-08,[4.2703106828412274e-08],2.0,11,1
"(4870, 9, 8151)","[([(16088, 2, 171), (16088, 9, 8151), (4870, 2, 171)], 0.07139999, 'xrule'), ([(24480, 2, 31), (24480, 9, 8151), (4870, 2, 31)], 0.03310001, 'xrule'), ([(4870, 2, 68), (21950, 2, 68), (21950, 9, 8151)], 0.022499979, 'xrule'), ([(16573, 2, 171), (4870, 2, 171), (16573, 9, 8151)], 0.018899977, 'xrule'), ([(4870, 2, 888), (19769, 2, 888), (19769, 9, 8151)], 0.018299997, 'xrule'), ({(4870, 3, 3987)}, 0.008854888332447918, 'baseline'), ({(4870, 2, 30)}, 0.006121474294703421, 'baseline'), ({(4870, 3, 88)}, 0.005781063274478097, 'baseline'), ({(4870, 2, 888)}, 0.005551248736816825, 'baseline'), ({(4870, 3, 1019)}, 0.00042070258067532955, 'baseline'), ({(4870, 3, 4879)}, -0.0016949605648748454, 'baseline'), ({(4870, 2, 1100)}, -0.002323675014057697, 'baseline'), ({(4870, 3, 41)}, -0.004155428179794417, 'baseline'), ({(4870, 3, 40)}, -0.0047585210451699415, 'baseline'), ({(4870, 1, 864)}, -0.022024058760213246, 'baseline')]","[(4870, 2, 888), (16088, 2, 171), (24480, 2, 31), (4870, 2, 68), (19769, 9, 8151), (21950, 2, 68), (16088, 9, 8151), (19769, 2, 888), (4870, 2, 31), (21950, 9, 8151), (16573, 2, 171), (24480, 9, 8151), (4870, 2, 171), (16573, 9, 8151)]",7.97808897914365e-05,[1],0.03819163516163826,[0.03819163516163826],1.0,14,1
"(6054, 9, 8151)","[({(6054, 3, 177)}, 0.16287982018952116, 'baseline'), ({(6054, 3, 6060)}, 0.15734010487522854, 'baseline'), ({(6054, 2, 171)}, 0.1522376343627862, 'baseline'), ({(6054, 1, 864)}, 0.14594329443249493, 'baseline'), ({(6054, 3, 712)}, 0.14551321715337834, 'baseline'), ({(6054, 3, 519)}, 0.14471663086545217, 'baseline'), ({(6054, 3, 715)}, 0.13627910163817697, 'baseline'), ({(6054, 2, 305)}, 0.13261468257724768, 'baseline'), ({(6054, 3, 187)}, 0.1298620506422348, 'baseline'), ({(6054, 3, 351)}, 0.10836101607878351, 'baseline'), ([(11633, 3, 6059), (11633, 9, 8151), (6054, 3, 6059)], 0.10780001, 'xrule'), ([(6054, 2, 305), (14192, 9, 8151), (14192, 2, 305)], -0.109799996, 'xrule'), ([(11633, 9, 8151), (11633, 3, 189), (6054, 3, 189)], -0.114700004, 'xrule'), ([(12756, 4, 66), (6054, 4, 66), (12756, 9, 8151)], -0.1395, 'xrule'), ([(11633, 9, 8151), (6054, 2, 305), (11633, 2, 305)], -0.1856, 'xrule')]","[(6054, 1, 864), (24100, 9, 8151), (6054, 3, 6060), (20058, 9, 8151), (23877, 9, 8151), (23877, 3, 177), (6054, 3, 177), (25641, 9, 8151), (24307, 9, 8151), (6054, 2, 171), (20058, 3, 6060), (25641, 3, 712), (24307, 2, 171), (6054, 3, 712), (24100, 1, 864)]",0.00014518971147481352,[1],0.3753786087036133,[0.3753786087036133],1.0,15,1
"(6205, 8, 7410)","[({(6205, 2, 709)}, 0.050654443903374084, 'baseline'), ({(6205, 3, 6212)}, 0.04982101820065722, 'baseline'), ({(6205, 1, 6206)}, 0.04975430570457726, 'baseline'), ({(6205, 2, 30)}, 0.04911228919947713, 'baseline'), ({(6205, 5, 6207)}, 0.04801358933674895, 'baseline'), ({(6205, 3, 220)}, 0.04706106614750732, 'baseline'), ({(6205, 3, 40)}, 0.04665863415393796, 'baseline'), ({(6205, 3, 279)}, 0.044738809559327075, 'baseline'), ({(6205, 3, 1237)}, 0.043597097464416826, 'baseline'), ({(6205, 3, 6210)}, 0.026807169373868827, 'baseline'), ([(16437, 8, 7410), (16437, 3, 9), (6205, 3, 9)], 0.0023999999, 'xrule'), ([(12637, 8, 7410), (6205, 3, 10), (12637, 3, 10)], 0.0019999999, 'xrule'), ([(12781, 3, 10), (6205, 3, 10), (12781, 8, 7410)], -0.0016000001, 'xrule'), ([(16773, 8, 7410), (6205, 3, 9), (16773, 3, 9)], -0.0023000003, 'xrule'), ([(25223, 8, 7410), (6205, 3, 10), (25223, 3, 10)], -0.0028, 'xrule')]","[(6205, 1, 6206), (24358, 3, 6212), (6205, 2, 709), (15878, 8, 7410), (25217, 8, 7410), (6205, 2, 30), (12835, 8, 7410), (6205, 5, 6207), (12835, 5, 6207), (17218, 8, 7410), (25217, 1, 6206), (17218, 2, 709), (24358, 8, 7410), (6205, 3, 6212), (15878, 2, 30)]",0.014452626928687096,[1],1.0204019417869858e-05,[1.0204019417869858e-05],1.0,15,1
"(6004, 11, 7956)","[({(6004, 4, 66)}, 0.09421148435920891, 'baseline'), ({(6004, 3, 10)}, 0.022405135412831043, 'baseline'), ([(14665, 4, 66), (14665, 11, 7956), (6004, 4, 66)], 0.0, 'xrule'), ([(19349, 11, 7956), (19349, 4, 66), (6004, 4, 66)], 0.0, 'xrule'), ([(22349, 11, 7956), (22349, 4, 66), (6004, 4, 66)], 0.0, 'xrule'), ([(22564, 4, 66), (22564, 11, 7956), (6004, 4, 66)], 0.0, 'xrule'), ([(14665, 11, 7956), (6004, 3, 39), (14665, 3, 39)], 0.0, 'xrule'), ({(6004, 2, 31)}, -0.010174472856797243, 'baseline'), ({(6004, 3, 935)}, -0.05523696261832694, 'baseline'), ({(6004, 3, 150)}, -0.056780424942549375, 'baseline'), ({(6004, 3, 78)}, -0.05835811516218374, 'baseline'), ({(6004, 3, 40)}, -0.09777687203141593, 'baseline'), ({(6004, 1, 2548)}, -0.10701131532196581, 'baseline'), ({(6004, 3, 6009)}, -0.1084237964398155, 'baseline'), ({(6004, 3, 937)}, -0.11948066660664482, 'baseline')]","[(22349, 11, 7956), (22977, 3, 10), (6004, 3, 10), (19349, 11, 7956), (24242, 4, 66), (24242, 11, 7956), (6004, 4, 66), (19349, 4, 66), (14665, 4, 66), (14665, 11, 7956), (22977, 11, 7956), (22349, 4, 66)]",0.00012833354412578046,[1],0.0033528157509863377,[0.0033528157509863377],1.0,12,1
"(6263, 11, 8038)","[({(6263, 3, 20)}, 0.04406965056154853, 'baseline'), ({(6263, 2, 68)}, 0.042793291599583914, 'baseline'), ({(6263, 3, 1839)}, 0.04139796173760572, 'baseline'), ({(6263, 1, 65)}, 0.03960091149079392, 'baseline'), ({(6263, 2, 31)}, 0.0390789126447064, 'baseline'), ({(6263, 3, 2702)}, 0.033297090782737314, 'baseline'), ({(6263, 3, 14)}, 0.032389777701679195, 'baseline'), ({(6263, 3, 1840)}, 0.03198440275942442, 'baseline'), ({(6263, 3, 651)}, 0.030917118270319215, 'baseline'), ({(6263, 3, 37)}, 0.030444984258461254, 'baseline'), ([(12589, 11, 8038), (6263, 3, 20), (12589, 3, 20)], 0.0, 'xrule'), ([(24421, 3, 56), (24421, 11, 8038), (6263, 3, 56)], 0.0, 'xrule'), ([(9725, 2, 68), (9725, 11, 8038), (6263, 2, 68)], 0.0, 'xrule'), ([(12589, 11, 8038), (6263, 2, 68), (12589, 2, 68)], 0.0, 'xrule'), ([(17481, 2, 68), (17481, 11, 8038), (6263, 2, 68)], 0.0, 'xrule')]","[(6263, 2, 31), (19589, 11, 8038), (25545, 11, 8038), (24904, 11, 8038), (6263, 1, 65), (24904, 2, 31), (6263, 3, 20), (6263, 2, 68), (6263, 3, 1839), (25545, 1, 65), (19589, 3, 20), (8038, 2, 68), (8038, 3, 1839)]",0.0002951537608169019,[3],0.0002089625777443871,[0.0002089625777443871],3.0,13,1
"(6344, 11, 7956)","[({(6344, 2, 31)}, 0.04104787388970776, 'baseline'), ({(6344, 3, 75)}, 0.04080182216406433, 'baseline'), ({(6344, 1, 941)}, 0.03178160539129673, 'baseline'), ({(6344, 3, 1836)}, 0.03004974400367837, 'baseline'), ({(6344, 3, 149)}, 0.024301997370946408, 'baseline'), ({(6344, 3, 706)}, 0.021000998971647415, 'baseline'), ({(6344, 3, 117)}, 0.01930220702182039, 'baseline'), ({(6344, 3, 6350)}, 0.01327315991231226, 'baseline'), ([(13186, 2, 171), (13186, 11, 7956), (6344, 2, 171)], 0.0, 'xrule'), ([(21785, 2, 171), (21785, 11, 7956), (6344, 2, 171)], 0.0, 'xrule'), ([(6344, 4, 485), (16379, 11, 7956), (16379, 4, 485)], 0.0, 'xrule'), ([(13186, 11, 7956), (13186, 2, 31), (6344, 2, 31)], 0.0, 'xrule'), ([(15172, 2, 31), (15172, 11, 7956), (6344, 2, 31)], 0.0, 'xrule'), ({(6344, 2, 171)}, -0.005633928860986217, 'baseline'), ({(6344, 3, 6210)}, -0.006329127632390369, 'baseline')]","[(6344, 3, 149), (25418, 11, 7956), (6344, 3, 75), (24307, 1, 941), (6344, 3, 1836), (24242, 11, 7956), (6344, 1, 941), (24242, 2, 31), (18547, 3, 75), (6344, 2, 31), (24307, 11, 7956), (18547, 11, 7956), (25418, 3, 1836), (22870, 11, 7956), (22870, 3, 149)]",4.18413728766609e-05,[2],0.010611181147396564,[0.010611181147396564],2.0,15,1
"(6914, 10, 7830)","[({(6914, 4, 66)}, 0.0016002782540099735, 'baseline'), ({(6914, 3, 6918)}, 0.0015108235606434287, 'baseline'), ({(6914, 2, 28)}, 0.0014239128986370437, 'baseline'), ({(6914, 3, 220)}, 0.0013638890131272843, 'baseline'), ({(6914, 3, 20)}, 0.0013521822829666522, 'baseline'), ({(6914, 1, 2467)}, 0.0013265229957520345, 'baseline'), ({(6914, 3, 75)}, 0.0012722534094346764, 'baseline'), ({(6914, 3, 38)}, 0.0012646427547090696, 'baseline'), ({(6914, 3, 6915)}, 0.0012574928720458436, 'baseline'), ({(6914, 3, 36)}, 0.0012439432874392902, 'baseline'), ([(10597, 2, 31), (10597, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(12878, 2, 31), (12878, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(19491, 2, 31), (19491, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(19941, 2, 31), (19941, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(21418, 10, 7830), (6914, 2, 31), (21418, 2, 31)], 0.0, 'xrule')]","[(6914, 3, 6918), (6914, 2, 28), (22917, 3, 220), (25794, 10, 7830), (22917, 10, 7830), (14852, 10, 7830), (14852, 2, 28), (6914, 4, 66), (16427, 10, 7830), (23252, 3, 6918), (23252, 10, 7830), (6914, 3, 20), (16427, 3, 20), (6914, 3, 220), (25794, 4, 66)]",1.2131610382937197e-08,[1],0.9950267672538757,[0.9950267672538757],1.0,15,1
"(7788, 10, 7830)","[({(7788, 3, 2545)}, 0.003312054975541986, 'baseline'), ({(7788, 9, 7790)}, 0.0029158252108688917, 'baseline'), ({(7788, 4, 66)}, 0.0017348029458304985, 'baseline'), ({(7788, 3, 37)}, 0.001323278964970434, 'baseline'), ({(7788, 3, 1239)}, 0.0005393817217223791, 'baseline'), ([(12437, 2, 31), (12437, 10, 7830), (7788, 2, 31)], 0.0, 'xrule'), ([(17546, 10, 7830), (17546, 2, 31), (7788, 2, 31)], 0.0, 'xrule'), ([(19633, 2, 31), (19633, 10, 7830), (7788, 2, 31)], 0.0, 'xrule'), ([(20513, 2, 31), (20513, 10, 7830), (7788, 2, 31)], 0.0, 'xrule'), ([(20581, 2, 31), (20581, 10, 7830), (7788, 2, 31)], 0.0, 'xrule'), ({(7788, 3, 1321)}, -0.003232386961843435, 'baseline'), ({(7788, 3, 2563)}, -0.0033672303231197125, 'baseline'), ({(7788, 8, 7429)}, -0.003603660082701329, 'baseline'), ({(7788, 3, 666)}, -0.004055183455102282, 'baseline'), ({(7788, 3, 149)}, -0.004645753672592539, 'baseline')]","[(9390, 3, 1239), (25794, 10, 7830), (19811, 3, 37), (17452, 10, 7830), (21587, 10, 7830), (17452, 9, 7790), (7788, 4, 66), (7788, 3, 2545), (21587, 3, 2545), (9390, 10, 7830), (7788, 3, 1239), (7788, 3, 37), (19811, 10, 7830), (7788, 9, 7790), (25794, 4, 66)]",1.025166298518343e-07,[1],0.9911069273948669,[0.9911069273948669],1.0,15,1
"(5920, 10, 7830)","[({(5920, 3, 146)}, 1.7352837429349895e-07, 'baseline'), ({(5920, 2, 30)}, 1.4215444499401647e-07, 'baseline'), ({(5920, 3, 6)}, 1.3551877183882994e-07, 'baseline'), ({(5920, 3, 5928)}, 1.333650883175309e-07, 'baseline'), ({(5920, 3, 111)}, 1.3167706614938643e-07, 'baseline'), ({(5920, 3, 74)}, 1.1112976179491035e-07, 'baseline'), ({(5920, 3, 532)}, 1.0641494141421124e-07, 'baseline'), ({(5920, 3, 593)}, 8.278263106820175e-08, 'baseline'), ({(5920, 3, 7)}, 8.097819343213617e-08, 'baseline'), ({(5920, 3, 220)}, 5.938315127199747e-08, 'baseline'), ([(15839, 10, 7830), (15839, 2, 68), (5920, 2, 68)], 0.0, 'xrule'), ([(19767, 10, 7830), (19767, 2, 68), (5920, 2, 68)], 0.0, 'xrule'), ([(21418, 10, 7830), (21418, 2, 68), (5920, 2, 68)], 0.0, 'xrule'), ([(21743, 2, 68), (5920, 2, 68), (21743, 10, 7830)], 0.0, 'xrule'), ([(21794, 10, 7830), (5920, 2, 68), (21794, 2, 68)], 0.0, 'xrule')]","[(24089, 10, 7830), (12095, 10, 7830), (25794, 10, 7830), (5920, 3, 111), (22917, 10, 7830), (12095, 3, 5928), (5920, 3, 6), (5920, 2, 30), (5920, 3, 146), (5920, 3, 5928), (23722, 10, 7830), (23722, 3, 6), (24089, 3, 146), (22917, 3, 111), (25794, 2, 30)]",2.1284087381445715e-08,[1],0.9808657169342041,[0.9808657169342041],1.0,15,1
"(6437, 11, 8038)","[({(6437, 3, 406)}, 0.19297445880022557, 'baseline'), ({(6437, 3, 91)}, 0.18442433637919156, 'baseline'), ({(6437, 2, 312)}, 0.18171990972321034, 'baseline'), ({(6437, 1, 2467)}, 0.17482350329875018, 'baseline'), ({(6437, 3, 4441)}, 0.1561851904044618, 'baseline'), ({(6437, 2, 68)}, 0.06825340818998699, 'baseline'), ({(6437, 3, 6443)}, 0.06358447203768207, 'baseline'), ({(6437, 3, 6446)}, 0.054451282089994696, 'baseline'), ({(6437, 3, 37)}, 0.014806414911329573, 'baseline'), ([(6437, 4, 66), (11340, 11, 8038), (11340, 4, 66)], 0.0, 'xrule'), ([(6437, 4, 66), (15849, 11, 8038), (15849, 4, 66)], 0.0, 'xrule'), ([(16799, 11, 8038), (16799, 4, 66), (6437, 4, 66)], 0.0, 'xrule'), ([(6437, 3, 100), (21749, 3, 100), (21749, 11, 8038)], 0.0, 'xrule'), ([(19761, 11, 8038), (19761, 3, 4546), (6437, 3, 4546)], 0.0, 'xrule'), ({(6437, 3, 4546)}, -0.004950379049782237, 'baseline')]","[(25630, 11, 8038), (6437, 1, 2467), (23889, 2, 312), (6437, 3, 406), (6437, 3, 91), (25630, 1, 2467), (24607, 11, 8038), (24904, 11, 8038), (6437, 2, 312), (24607, 3, 4441), (6437, 3, 4441), (23889, 11, 8038), (24904, 3, 91), (24607, 3, 406)]",0.00044393775169737637,[2],3.105372525169514e-05,[3.105372525169514e-05],2.0,14,1
"(7080, 8, 7410)","[([(21960, 3, 37), (7080, 3, 37), (21960, 8, 7410)], 0.1329, 'xrule'), ([(9442, 2, 68), (7080, 2, 68), (9442, 8, 7410)], 0.037400007, 'xrule'), ({(7080, 3, 459)}, 0.023123661968974335, 'baseline'), ({(7080, 3, 1255)}, 0.02177422396079735, 'baseline'), ({(7080, 3, 10)}, 0.02133686744315465, 'baseline'), ({(7080, 1, 1054)}, 0.02125771991529208, 'baseline'), ([(20319, 2, 30), (20319, 8, 7410), (7080, 2, 30)], 0.020900011, 'xrule'), ({(7080, 4, 485)}, 0.02045861532842181, 'baseline'), ({(7080, 3, 460)}, 0.020319881810235082, 'baseline'), ({(7080, 3, 7089)}, 0.0202246000504734, 'baseline'), ({(7080, 3, 651)}, 0.016091815174707404, 'baseline'), ({(7080, 3, 4624)}, 0.013799071245475506, 'baseline'), ({(7080, 3, 1259)}, 0.011560065603757825, 'baseline'), ([(7080, 2, 31), (20319, 2, 31), (20319, 8, 7410)], -0.014500022, 'xrule'), ([(7080, 3, 10), (9442, 3, 10), (9442, 8, 7410)], -0.029500008, 'xrule')]","[(23434, 8, 7410), (7080, 3, 10), (9442, 8, 7410), (9032, 3, 459), (24904, 3, 10), (21960, 3, 37), (7080, 3, 459), (21960, 8, 7410), (9032, 8, 7410), (7080, 3, 37), (7080, 3, 1255), (23434, 3, 1255), (9442, 2, 68), (7080, 2, 68), (24904, 8, 7410)]",0.0038276715204119682,[2],2.2401757178158732e-06,[2.2401757178158732e-06],2.0,15,1
"(6848, 10, 7830)","[({(6848, 1, 65)}, 0.0012291594672386235, 'baseline'), ({(6848, 4, 66)}, 0.00100624675707797, 'baseline'), ({(6848, 3, 83)}, 0.0008428104368426121, 'baseline'), ({(6848, 3, 40)}, 0.0005485894758681709, 'baseline'), ({(6848, 3, 1207)}, 0.00047577424841917075, 'baseline'), ({(6848, 3, 7)}, 0.0004274525741689907, 'baseline'), ({(6848, 2, 68)}, 1.8224349926552314e-06, 'baseline'), ([(11145, 10, 7830), (6848, 4, 66), (11145, 4, 66)], 0.0, 'xrule'), ([(21070, 10, 7830), (6848, 4, 66), (21070, 4, 66)], 0.0, 'xrule'), ([(21959, 4, 66), (6848, 4, 66), (21959, 10, 7830)], 0.0, 'xrule'), ([(6848, 4, 66), (22998, 10, 7830), (22998, 4, 66)], 0.0, 'xrule'), ([(15964, 4, 66), (6848, 4, 66), (15964, 10, 7830)], 0.0, 'xrule'), ({(6848, 3, 220)}, -0.0003687039062491365, 'baseline'), ({(6848, 3, 39)}, -0.000986577662407254, 'baseline'), ({(6848, 3, 6)}, -0.0013448122939554944, 'baseline')]","[(6848, 1, 65), (25794, 10, 7830), (23722, 1, 65), (25264, 10, 7830), (6848, 4, 66), (25264, 3, 83), (24904, 10, 7830), (6848, 3, 83), (9116, 10, 7830), (6848, 3, 1207), (23722, 10, 7830), (6848, 3, 40), (24904, 3, 40), (9116, 3, 1207), (25794, 4, 66)]",3.360280231845536e-08,[1],0.998554527759552,[0.998554527759552],1.0,15,1
